ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1765365_s_at	0.002266	7.62e-06	-8.278714	4.2103	-4.466672	c1542	lambda ant-restriction protein
1763115_s_at	0.002497	8.82e-06	-8.144626	4.0704	-3.404837	c1555///Z1454///Z3349///ECs2981///ECs1196	DNA N-6-adenine-methyltransferase of bacteriophage///DNA N-6-adenine-methyltransferase of bacteriophage BP-933W///DNA methyltransferase encoded within prophage CP-933V///DNA methylase///DNA methylase
1762544_at	0.002497	8.89e-06	-8.137599	4.063	-3.416875	c1525	hypothetical protein
1766464_at	0.002823	1.04e-05	-8.000393	3.9175	-3.903583	c1556	hypothetical protein
1764391_s_at	0.002823	1.08e-05	-7.965398	3.88	-3.639683	c1563///Z1877///Z1473///rzpD///ECs1623///ECs1215	Rz endopeptidase from lambdoid prophage DLP12///endopeptidase of prophage CP-933X///endopeptidase Rz of bacteriophage BP-933W///DLP12 prophage; putative murein endopeptidase///endopeptidase///endopeptidase
1768926_s_at	0.002823	1.09e-05	-7.95525	3.8691	-2.824289	c1551///Z3354///ECs2985	exclusion protein ren of prophage///exclusion protein ren of prophage CP-933V///Ren protein
1765329_s_at	0.00287	1.14e-05	-7.917856	3.8289	-2.335241	ydfD///Z6079///Z2038///ydfD///ECs1760///ECs2285	hypothetical protein///hypothetical protein///hypothetical protein///Qin prophage; uncharacterized protein///hypothetical protein///hypothetical protein
1768478_s_at	0.002907	1.18e-05	-7.880208	3.7881	-2.584662	c3607///c2508///c5144///c1530	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1765781_s_at	0.002907	1.21e-05	-7.86329	3.7698	-2.671003	rus///rus///rusA///ECs1619	endodeoxyribonuclease RUS///endodeoxyribonuclease RUS///DLP12 prophage; endonuclease RUS///endodeoxyribonuclease RUS
1768774_at	0.003692	1.57e-05	-7.63326	3.5166	-3.854008	c1548	regulatory protein CII of bacteriophage
1762849_s_at	0.003865	1.68e-05	-7.572139	3.4482	-4.093545	c1547///ECs1186	hypothetical protein///CRO
1763202_s_at	0.003865	1.75e-05	-7.540245	3.4123	-5.616617	c1539///kilW///Z3364///ECs2998///ECs1177	hypothetical protein///Kil protein of bacteriphage BP-933W///host killing protein Kil of prophage CP-933V///Kil protein///Kil protein
1763947_s_at	0.003865	1.76e-05	-7.535607	3.4071	-3.76263	dinI///dinI///dinI///ECs1439	DNA damage-inducible protein I///DNA damage-inducible protein I///DNA damage-inducible protein I///DNA damage-inducible protein I
1759464_x_at	0.004057	1.89e-05	-7.475591	3.3392	-3.691029	c1561	lambdoid prophage DLP12 lysis protein S
1762147_x_at	0.005153	2.45e-05	-7.256016	3.0866	-2.292573	ECs1173	hypothetical protein
1764848_s_at	0.007597	3.73e-05	-6.908393	2.6732	-2.63903		
1764904_s_at	0.007597	3.76e-05	-6.903724	2.6676	-4.120227	sulA///sulA///sulA///ECs1042	SOS cell division inhibitor///SOS cell division inhibitor///SOS cell division inhibitor///SOS cell division inhibitor
1765695_s_at	0.008256	4.16e-05	-6.820942	2.5666	-3.508073	yebF///yebF///yebF///ECs2557	hypothetical protein///hypothetical protein///extracellular Colicin M immunity family protein///hypothetical protein
1759854_s_at	0.008643	4.49e-05	-6.761043	2.493	-2.720827	c3162///c1583///Z1895///ECs1641	tail component of prophage///tail component of prophage///tail component of prophage CP-933X///minor tail protein
1761491_s_at	0.008643	4.53e-05	-6.753712	2.4839	-2.579463	c1571///c1447	capsid protein of prophage///capsid protein of prophage
1760209_s_at	0.009109	4.86e-05	-6.697224	2.4139	-2.185783	c1491	hypothetical protein
1765278_s_at	0.009575	5.21e-05	-6.643403	2.3468	-2.828491	c3155///c1589///ECs1647	tail component of prophage///tail component of prophage///tail assembly protein
1767559_s_at	0.010788	5.97e-05	-6.536034	2.2117	-2.591827	recA///recA///recA///recA	recombinase A///recombinase A///DNA recombination and repair protein; ssDNA-dependent ATPase; synaptase; ssDNA and dsDNA binding protein; ATP-dependent homologous DNA strand exchanger; recombinase A; LexA autocleavage cofactor///recombinase A
1759607_at	0.01098	6.19e-05	-6.508568	2.1768	-3.111233	c1577	head-tail joining protein of prophage
1760335_s_at	0.011625	6.67e-05	-6.450942	2.1034	-3.119319	c3161///c1584///Z1898///ECs1642	tail component of prophage///tail component of prophage///tail component of prophage CP-933X///minor tail protein
1767858_at	0.014307	8.35e-05	-6.278999	1.8813	-4.321337	c3196	hypothetical protein
1766938_s_at	0.014895	8.84e-05	-6.235837	1.8249	-1.874524	c1489	hypothetical protein
1759427_s_at	0.015559	9.39e-05	6.190498	1.7653	2.446155	c1089	hypothetical protein
1767769_s_at	0.01823	1.12e-04	-6.059999	1.5921	-2.460358	c3608///c2509///c5145///c0268///c1529	hypothetical protein///insertion sequence ATP-binding protein///hypothetical protein///hypothetical protein///hypothetical protein
1764557_s_at	0.019515	1.22e-04	-5.997787	1.5086	-3.597592	umuD///umuD///umuD///ECs1678	DNA polymerase V subunit UmuD///DNA polymerase V subunit UmuD///translesion error-prone DNA polymerase V subunit; RecA-activated auto-protease///DNA polymerase V subunit UmuD
1765702_s_at	0.019751	1.26e-04	-5.971536	1.4732	-1.615541	ybcQ///quuD	lambdoid prophage DLP12 antitermination protein Q///DLP12 prophage; putative antitermination protein
1760233_s_at	0.019751	1.27e-04	-5.965933	1.4656	-1.14805	c3523///Z4282///ECs3813	hypothetical protein///hypothetical protein///lipoprotein
1761394_s_at	0.020476	1.34e-04	-5.928275	1.4146	-2.819014	c1572///c1448///Z2361///Z2134///ECs2732///ECs1108	capsid assembly protein of prophage///capsid assembly protein of prophage///capsid assembly protein of prophage CP-933R///head-tail preconnector protein of prophage CP-933O///head-tail preconnector protein///head-tail preconnector protein
1769196_at	0.021358	1.44e-04	-5.871771	1.3377	-2.877402	c1590	tail component of prophage
1764744_s_at	0.021358	1.45e-04	-5.868242	1.3329	-1.911409	c4572	hypothetical protein
1760994_at	0.021358	1.46e-04	-5.86504	1.3285	-2.674553	c1591	hypothetical protein
1763228_at	0.022766	1.58e-04	-5.808251	1.2507	-2.278831	nohA	prophage Qin DNA packaging protein NU1-like protein
1759945_at	0.024508	1.72e-04	-5.744858	1.1632	-1.393349	c1417	hypothetical protein
1768265_s_at	0.024775	1.76e-04	-5.727028	1.1385	-2.752545	dinD///dinD///dinD	DNA-damage-inducible protein D///DNA-damage-inducible protein D///DNA-damage-inducible protein D
1762090_s_at	0.024836	1.82e-04	-5.70626	1.1096	-2.542924	ECs0810///ECs2980///ECs1197	protein NinE///protein NinE///protein NinE
1766293_at	0.024836	1.82e-04	-5.705598	1.1087	-1.565718	c1502	hypothetical protein
1764030_s_at	0.026187	1.97e-04	-5.646292	1.0259	-1.741049	c1581	hypothetical protein
1759484_at	0.026187	1.99e-04	-5.64068	1.0181	-1.949401	c1416	hypothetical protein
1759657_s_at	0.026187	1.99e-04	-5.639416	1.0163	-2.487282	c3160///c1585///ECs1643	tail component of prophage///tail component of prophage///tail length tape measure protein
1762583_at	0.026303	2.05e-04	-5.620065	0.9891	-2.710786	c1569	DNA packaging protein of prophage; terminase large subunit
1760422_s_at	0.026303	2.05e-04	-5.618051	0.9863	-3.531343		
1764088_at	0.027684	2.19e-04	-5.572902	0.9227	-2.120779	c1585	tail component of prophage
1761483_at	0.03048	2.47e-04	-5.488688	0.8033	-2.640326	c1492	hypothetical protein
1764526_s_at	0.03048	2.47e-04	-5.487792	0.8021	-3.057105	yehQ///ECs2931///ECs1391///ECs3492///ECs1207	hypothetical protein///hypothetical protein///DNA binding protein///hypothetical protein///hypothetical protein
1768168_at	0.030893	2.54e-04	-5.469865	0.7765	-2.410878	c4836	lipase
1767651_at	0.031349	2.63e-04	-5.444696	0.7405	-3.48731	c1575	capsid protein of prophage
1765569_s_at	0.031349	2.64e-04	-5.443003	0.7381	-1.100814	Z3585///yfcJ///ECs3206	hypothetical protein///putative arabinose efflux transporter///hypothetical protein
1767285_s_at	0.036962	3.19e-04	-5.309863	0.5462	-2.435875	sbmC///sbmC///sbmC///ECs2811	DNA gyrase inhibitor///DNA gyrase inhibitor///DNA gyrase inhibitor///DNA gyrase inhibitor
1765430_s_at	0.036962	3.20e-04	-5.308032	0.5435	-3.754916	c3163///c1580///Z1894	tail component of prophage///tail protein///tail component of prophage CP-933X
1763711_at	0.036962	3.22e-04	-5.3048	0.5388	-3.017773	ymfL	hypothetical protein
1759202_s_at	0.037259	3.28e-04	-5.291528	0.5195	-2.116189	yebN///Z2864///mntP///ECs2531	hypothetical protein///hypothetical protein///putative Mn(2+) efflux pump, mntR-regulated///hypothetical protein
1763489_s_at	0.040429	3.60e-04	-5.227907	0.4266	-3.211395	c1575///c1451///Z2359///Z2136///ECs1110///ECs2730	capsid protein of prophage///capsid protein of prophage///capsid structural protein of prophage CP-933R///major capsid protein of prophage CP-933O///major head protein///major head protein
1760608_s_at	0.042109	3.79e-04	-5.192603	0.3748	-1.523708	c2489///c0468	transferase///transferase
1761513_s_at	0.045054	4.10e-04	5.139273	0.2962	1.191395	c1103	hypothetical protein
1760117_at	0.048679	4.48e-04	-5.079715	0.2079	-2.331794	yigN	DNA recombination protein RmuC
1760894_s_at	0.049424	4.59e-04	-5.062293	0.182	-2.671627	umuC///umuC///umuC///umuC	DNA polymerase V subunit UmuC///DNA polymerase V subunit UmuC///translesion error-prone DNA polymerase V subunit; DNA polymerase activity///DNA polymerase V subunit UmuC
1767415_at	0.051984	4.88e-04	-5.021311	0.1208	-2.923121	c1576	hypothetical protein
1766028_s_at	0.052943	5.04e-04	-5.000818	0.0902	-1.603523	ECs5406///c1570///c1446///Z2363///Z2132///ECs2734	hypothetical protein///DNA packaging protein of prophage///DNA packaging protein of prophage///DNA packaging protein of prophage CP-933R///head completion protein of prophage CP-933O///head completion protein
1765428_at	0.052943	5.08e-04	-4.995151	0.0817	-1.178544	c1615	hypothetical protein
1762758_at	0.055418	5.37e-04	-4.957846	0.0256	-1.391858	c0941	DNA adenine methylase
1765551_at	0.058897	5.80e-04	-4.906942	-0.0512	-1.877433	c1213	hypothetical protein
1763421_s_at	0.058897	5.82e-04	-4.904004	-0.0557	-1.137557	c3596///c5168///c5177///c5214///c0354///c0138///c1552///c1520///c1263///Z3161///Z3093///Z2982///Z2804///Z2429///Z2375///Z2110///Z2074///Z1958///Z1933///Z5879///Z1661///Z1639///Z4502///Z1222///Z1199///Z3922///Z4335///Z3299///ECs2220///ECs3132///ECs2958///ECs2933///ECs3863///ECs4024///ECs3490///ECs2744///ECs1089///ECs5243///ECs1665///ECs1690///ECs1209///ECs2794///ECs2637///ECs1381///ECs1919///ECs2477	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///prophage-associated protein///hypothetical protein///hypothetical protein///hypothetical protein///transposase encoded within prophage CP-933O///IS encoded protein within CP-933O///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///transposase///hypothetical protein///hypothetical protein///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase
1759866_s_at	0.059995	5.99e-04	4.885196	-0.0842	1.319471	potF///ECs0934	putrescine ABC transporter periplasmic-binding protein///putrescine ABC transporter periplasmic-binding protein
1759585_s_at	0.061409	6.24e-04	-4.858093	-0.1253	-3.259308	c3165///c1578///Z1891///ECs1638	tail fiber component Z of prophage///tail fiber component Z of prophage///tail component of prophage CP-933X///minor tail protein
1763847_at	0.061409	6.26e-04	-4.856877	-0.1272	-2.062042	ECs1181	hypothetical protein
1763356_s_at	0.061412	6.32e-04	-4.850476	-0.1369	-2.141585	papH///papH_2	PapH protein///PapH protein
1760952_s_at	0.061834	6.42e-04	-4.839663	-0.1534	-2.045595	c3248	hypothetical protein
1763436_s_at	0.063713	6.70e-04	-4.811721	-0.196	-1.651681		
1759647_s_at	0.063713	6.79e-04	-4.803279	-0.2089	-1.167245	c3173///Z1883///ECs2179///ECs1630	DNA packaging protein of prophage///DNA packaging protein of prophage CP-933X///terminase large subunit///terminase large subunit
1767317_s_at	0.063713	6.80e-04	-4.801493	-0.2116	-1.377606	c1592	hypothetical protein
1764398_s_at	0.06502	7.01e-04	-4.782143	-0.2412	-1.364907	c1515	hypothetical protein
1760179_at	0.068889	7.49e-04	-4.738411	-0.3083	-1.951859	intT	integrase for prophage
1761951_s_at	0.074081	8.13e-04	-4.685264	-0.3903	-2.78559	c1574///c1450///Z2360///Z2135///ECs2731///ECs1109	capsid protein of prophage///capsid protein of prophage///capsid protein of prophage CP-933R///capsid protein small subunit of prophage CP-933O///head decoration protein///head decoration protein
1761687_s_at	0.074137	8.21e-04	-4.678963	-0.4	-0.975657	yieK///yieK	6-phosphogluconolactonase///putative 6-phosphogluconolactonase
1763300_at	0.076176	8.57e-04	-4.650901	-0.4435	-2.806068	ymfM	e14 prophage; uncharacterized protein
1768803_at	0.076176	8.59e-04	-4.649932	-0.445	-1.73684	c0936	hypothetical protein
1767189_s_at	0.078359	8.91e-04	-4.626034	-0.4821	-1.226608	yjfM///yjfM///yjfM///ECs5161	hypothetical protein///hypothetical protein///DUF1190 family protein///hypothetical protein
1764925_s_at	0.082367	9.45e-04	-4.588319	-0.5408	-1.91923	papG///papG_2	PapG protein///PapG protein
1762696_s_at	0.08558	9.90e-04	-4.558232	-0.5878	-4.086291	c3192	hypothetical protein
1768288_at	0.086496	1.01e-03	-4.545952	-0.607	-2.048172	c3242	hypothetical protein
1761196_s_at	0.086822	1.02e-03	-4.538138	-0.6192	-1.906621	ylcG///c1558	uncharacterized protein, DLP12 prophage///hypothetical protein
1766225_s_at	0.088382	1.05e-03	-4.519593	-0.6483	-1.363887	c1403	hypothetical protein
1763783_s_at	0.088382	1.06e-03	-4.515053	-0.6554	-2.108792	lexA///lexA///lexA///ECs5026	LexA repressor///LexA repressor///transcriptional repressor of SOS regulon///LexA repressor
1763339_s_at	0.088382	1.07e-03	4.506732	-0.6685	0.882589	nagC///nagC	N-acetylglucosamine repressor///N-acetylglucosamine-inducible nag divergent operon transcriptional repressor
1768932_s_at	0.088382	1.08e-03	-4.505617	-0.6703	-1.398021	papF///papF_2	PapF protein///PapF protein
1765370_s_at	0.096006	1.18e-03	-4.445911	-0.7643	-1.905901	ydjM///Z2757///ydjM///ECs2434	hypothetical protein///hypothetical protein///inner membrane protein regulated by LexA///hypothetical protein
1763518_s_at	0.096006	1.19e-03	4.442681	-0.7694	1.244991	c4889	hypothetical protein
1766981_at	0.097862	1.22e-03	-4.425298	-0.7969	-1.605962	c3204	hypothetical protein
1763450_s_at	0.097862	1.23e-03	4.420469	-0.8045	1.047653	ychS///ECs1733	predicted protein///hypothetical protein
1766432_s_at	0.099471	1.26e-03	-4.405178	-0.8288	-3.206437	c3164///c1579///Z1893///ECs1639	tail component of prophage///tail component of prophage///tail component of prophage CP-933X///minor tail protein
1768760_at	0.099652	1.27e-03	-4.399108	-0.8384	-1.531297	c1498	hypothetical protein
1760401_at	0.100523	1.29e-03	-4.388726	-0.8549	-1.901724	c3187	hypothetical protein
1765596_at	0.104671	1.36e-03	-4.357112	-0.9051	-2.726774	c2814	hypothetical protein
1762618_at	0.104671	1.37e-03	-4.353584	-0.9107	-1.097583	recE	exodeoxyribonuclease VIII
1760594_s_at	0.113972	1.50e-03	-4.295352	-1.0036	-1.348767	ydeS///Z2204///ydeS///ECs2109	fimbrial-like protein ydeS///fimbrial-like protein///putative fimbrial-like adhesin protein///fimbrial-like protein
1765858_s_at	0.114619	1.52e-03	-4.287115	-1.0168	-1.46753	papD///papD_2	PapD protein///PapD protein
1761316_at	0.117713	1.57e-03	-4.265792	-1.051	-1.059804	yieK	6-phosphogluconolactonase
1762835_at	0.118875	1.60e-03	-4.255045	-1.0682	-1.77042	c0719	hypothetical protein
1762143_s_at	0.12137	1.64e-03	4.237505	-1.0964	2.028935	ilvL///ilvL///ilvL///ECs4701	ilvG operon leader peptide///ilvG operon leader peptide///ilvG operon leader peptide///ilvG operon leader peptide
1759369_at	0.122165	1.68e-03	4.225414	-1.1158	0.970528	ECs5422	hypothetical protein
1768916_at	0.122165	1.68e-03	-4.22431	-1.1176	-1.255042	c0308	hemolysin expression modulating protein
1767561_at	0.122165	1.70e-03	-4.21677	-1.1297	-4.138121	yfdR	hypothetical protein
1762144_s_at	0.122165	1.70e-03	-4.215502	-1.1318	-1.917351	c1506	hypothetical protein
1766867_at	0.123882	1.74e-03	-4.202421	-1.1528	-1.083225	ynbD	hypothetical protein
1768792_s_at	0.124799	1.77e-03	4.193194	-1.1677	1.044658		
1761216_s_at	0.124799	1.78e-03	-4.189143	-1.1742	-0.913205	nohB///Z1882///nohQ///nohD///ECs1629	prophage qsr' DNA packaging protein NU1-like protein///DNA packaging protein of prophage CP-933X///pseudo///DLP12 prophage; DNA packaging protein///terminase small subunit
1767917_s_at	0.127498	1.83e-03	-4.171564	-1.2026	-1.153816	yebE///yebE///yebE///ECs2556	hypothetical protein///hypothetical protein///DUF533 family inner membrane protein///hypothetical protein
1763070_at	0.129791	1.87e-03	-4.156255	-1.2274	-1.064541	ybhM	hypothetical protein
1764388_s_at	0.134101	1.95e-03	-4.131808	-1.2669	-2.468665	c3200///yfdP	hypothetical protein///CPS-53 (KpLE1) prophage; uncharacterized protein
1759250_at	0.140978	2.07e-03	-4.095975	-1.3251	-1.542237	c2963	hypothetical protein
1766228_s_at	0.140978	2.09e-03	-4.089276	-1.3359	-0.910884	Z0423///yahM	hypothetical protein///uncharacterized protein
1767994_s_at	0.140978	2.09e-03	-4.08847	-1.3373	-1.089209	ynbD///ynbD///ynbD///ECs2013	hypothetical protein///hypothetical protein///putative phosphatase inner membrane protein///hypothetical protein
1766184_s_at	0.150303	2.26e-03	4.041281	-1.4141	0.815915		
1764145_at	0.150303	2.27e-03	-4.038167	-1.4192	-1.936038	c1485	hypothetical protein
1766264_x_at	0.150303	2.27e-03	-4.036904	-1.4212	-2.089202	c3219	hypothetical protein
1768267_at	0.15402	2.35e-03	-4.01793	-1.4522	-1.765802	c1594	hypothetical protein
1765738_s_at	0.156598	2.41e-03	-4.000311	-1.481	-2.385449	c4780///yigN///yigN///rmuC///ECs4762	hypothetical protein///DNA recombination protein RmuC///DNA recombination protein RmuC///DNA recombination protein///DNA recombination protein RmuC
1767184_s_at	0.156598	2.42e-03	-3.999864	-1.4817	-1.374045	fumA///fumA///fumA///ECs2318	fumarate hydratase class I, aerobic///fumarase A///fumarate hydratase (fumarase A), aerobic Class I///fumarase A
1759839_s_at	0.156632	2.43e-03	-3.995055	-1.4896	-1.127897	yrhB///yrhB	hypothetical protein///stable heat shock chaperone
1767851_at	0.156632	2.46e-03	-3.989159	-1.4992	-1.419853	c4487	phosphotransferase system (PTS), fructose-specific
1760827_at	0.156632	2.47e-03	-3.986701	-1.5033	-1.312	c3597	transposase
1761209_at	0.156632	2.48e-03	-3.984235	-1.5073	-1.947594	c3189	hypothetical protein
1767471_x_at	0.156632	2.51e-03	-3.976882	-1.5193	-1.638687	c3183	hypothetical protein
1768811_s_at	0.156632	2.51e-03	-3.976656	-1.5197	-1.588756	c0859	hypothetical protein
1765080_s_at	0.164213	2.65e-03	-3.944066	-1.5732	-1.721989	c3158///c1587///ECs1645	tail component of prophage///tail component of prophage///minor tail protein
1764147_at	0.16457	2.67e-03	-3.939017	-1.5814	-1.075217	c1886	hypothetical protein
1759523_at	0.168352	2.76e-03	3.91969	-1.6132	0.804481	yjjU	hypothetical protein
1762310_s_at	0.168352	2.77e-03	3.915925	-1.6194	1.282262	lomP///Z1917///ECs2942///ECs1807	Lom-like outer membrane protein of cryptic prophage CP-933P///prophage protein///outer membrane protein Lom///outer membrane protein
1763302_s_at	0.168352	2.79e-03	3.911371	-1.6269	0.914219	ebgA///ebgA///ebgA	cryptic beta-D-galactosidase subunit alpha///evolved beta-D-galactosidase, alpha subunit///cryptic beta-D-galactosidase subunit alpha
1765519_s_at	0.168352	2.80e-03	3.910529	-1.6283	0.867511	birA///birA///birA	biotin--protein ligase///bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding///biotin--protein ligase
1768330_s_at	0.171172	2.86e-03	3.896831	-1.6508	1.683165	c2114	hypothetical protein
1759642_s_at	0.175751	2.96e-03	3.875721	-1.6856	1.042831	Z4858///ECs4333	hypothetical protein///hypothetical protein
1766884_s_at	0.175751	2.97e-03	-3.873675	-1.689	-0.86131	c4371	hypothetical protein
1761284_x_at	0.176237	3.00e-03	-3.868469	-1.6976	-1.19751	c5167	transposase IS629
1761938_s_at	0.178767	3.06e-03	-3.856325	-1.7176	-0.852768	c1456///Z2358///Z2137///ECs2729///ECs1111	tail fiber component V of prophage///tail component of prophage CP-933R///tail component of prophage CP-933O///hypothetical protein///hypothetical protein
1762397_s_at	0.179035	3.12e-03	-3.845096	-1.7361	-2.356704	ylbB///allC	allantoate amidohydrolase///allantoate amidohydrolase
1761644_s_at	0.179035	3.12e-03	-3.84462	-1.7369	-0.864934	emrD///emrD///emrD///emrD	multidrug resistance protein D///multidrug resistance protein D///multidrug efflux system protein///multidrug resistance protein D
1761499_s_at	0.179035	3.14e-03	-3.840529	-1.7437	-1.515816	yohG	multidrug resistance outer membrane protein MdtQ
1761125_at	0.179035	3.15e-03	-3.838919	-1.7463	-1.880471	yfdN	hypothetical protein
1768791_at	0.179035	3.15e-03	-3.837763	-1.7483	-1.060782	c4549	hypothetical protein
